longitude,latitude
18.9767051058635,43.1102941926941
9.46737966213375,40.5140726681799
-8.96784542616457,39.4867706577852
16.0918608423322,38.9434970059618
9.27802446499467,45.3159177358448
18.6158280337974,47.5957169818133
-8.34048928365111,38.7555441072583
2.9585752890259,43.9117082878202
-3.12248837955296,39.0949294052273
-3.22949975837022,37.4527775496244
1.84830022376031,41.0468700774014
-4.70149389293045,37.0608802316338
-1.75346961762756,37.5729198240116
21.0556304975972,39.1805876477808
18.8758829563111,46.4296729179099
20.1758917135745,42.7436833236739
-3.56930272076279,38.5329936834797
-1.45788069020957,39.6671705280617
-6.95643162757158,37.7207108333334
13.3513334194943,45.7770349736139
-4.4773437185958,41.1996308042854
-1.37392374265939,39.0935325464234
-5.8166088173911,38.6742252069339
-4.55223260268569,40.0720186721906
-6.37422700606287,37.2754988255724
-2.89128926046193,36.9751800752431
-8.06762723978609,37.8129901110753
-4.51913861244917,39.696911903657
4.2780627482757,44.2976943628862
-0.679592325165868,40.7448855149001
18.4262539678812,42.7144240194932
-1.43132746815681,41.2431556467712
-9.05684132341296,39.0984832318127
-3.05880599234253,40.835479969196
-0.124932501502335,41.3813539018482
18.2172274374217,49.1681335584447
-0.754643417112529,39.5358675922081
17.7471036301181,47.854059057273
19.9080833506212,43.6717796960473
-4.22486057177186,38.6286639464274
-5.36191006164998,38.8933512431756
9.53538943804801,46.1994702331722
-1.40403018098325,37.8302471962199
-2.26392024982721,42.4693920254335
8.80513769026846,46.2727081921697
16.8496891545132,40.5936912180856
9.93831289295107,45.5559456867725
0.462522408254445,41.8497482516244
-6.01580343004316,39.5199333555624
17.4030768246576,43.4419708271325
-2.85848631147295,39.8606943722069
-6.12442490238696,42.8716644506156
2.66648335784674,42.9739345832169
-6.51200834613293,39.8836500789598
-2.15916903097182,37.1069712212682
4.59611018069088,43.9187282063812
-8.55874264527112,40.0150528491661
-4.27454267784953,36.5458651224151
8.31495981026441,45.1314542350546
9.23056876786053,39.6255917207524
20.7794461458549,39.254805599004
-6.12843973465264,37.8301180633903
-2.4369999377802,40.367342251502
-7.22054333049804,39.3387878124043
17.1701964683086,46.9192237463966
19.7696566150337,46.5946450389922
16.3172164120525,40.3962640361115
7.75590604353696,45.0593691406772
13.1769850951806,37.9310143504292
-6.39916613318026,39.3507477512211
-7.25122091259807,40.3013671139255
-3.86415922433138,36.8773727798089
21.983571274057,42.0172481955588
-4.86097204767168,41.7151726092771
15.039602438733,44.0527612942457
-3.35164217673242,40.2124699698761
-5.47086524404585,38.4081767363101
-3.59593327224255,38.1567106831446
16.6552949849516,45.0384744685888
11.6508748391643,44.8332436558604
12.7559753638878,37.771339427717
-2.65786569319665,40.1362912807241
15.7186895329133,46.6110480292141
12.9808090008795,45.8441754521057
14.7972841817141,47.0952361295745
13.4823853213713,46.5501976074651
16.4695749129727,39.5379676102102
13.1229024520516,41.1240452053025
-5.87130389131606,38.3970617480949
21.4025585484505,39.6390983893722
7.01135372016579,45.5881949099153
19.8730044244602,41.9653856364265
-4.16274870477617,37.5474716074765
-1.08467403203249,40.2150101420656
13.9051905630529,41.3250472624227
-4.3617178818211,39.5205461358279
21.617255914025,37.2906280407682
-5.87415930218995,37.1012030538917
19.4651357335597,46.4852221791819
-0.828478009812534,39.165186095722
15.6306012734771,45.7804181279987
20.9365406281501,44.5272203829139
5.94598957385868,43.7273940566555
14.6968416382745,40.9462113119662
-7.29648263584822,37.6002262233198
21.0366441882774,46.7848537400737
-7.34045144092292,38.3499781347066
-0.0846343237161636,45.6302751119435
-6.36815783191472,36.9410436897352
14.7895678205416,41.8075657624379
19.8410472158715,42.1389745970443
0.633838625997305,41.099546033442
1.36365292809904,43.9570656600967
-2.71054627571255,39.2657046943158
-2.42482796162367,41.3391484570876
9.75547587364912,47.2767451679707
-3.06249903205782,39.7231913144141
10.7682710281014,45.457080000639
14.3895729513466,42.418515583761
4.77292058970779,44.3323605958745
-4.56592405438423,37.7944998045638
8.28429306529462,40.6348579304665
-3.80404203057289,40.4069592277706
16.4627328110114,44.1788164409995
-6.93638048686087,41.2949838828295
16.8891048726812,40.1276487581432
16.3113406080753,39.3078038901836
0.246872386820614,41.0464599143341
10.7530126989633,46.1098218509927
-7.55205700036138,39.0517543523014
-0.926569462046027,42.2182870044187
13.9542796604335,43.0529561619833
13.8848909720033,37.6486216400936
17.9610792507231,43.3974331358075
8.8237957252562,40.7593470815569
-0.952833552137017,49.1192160727084
7.73055177249014,45.5547349333763
-0.927491589076817,38.0110099096969
18.2892801205441,48.9078004552424
-1.65761170979589,48.2602633478492
0.213336030133069,43.6071865144744
-2.08553158521652,37.945577095598
13.8090234258026,46.8148077552766
-5.62022911053151,39.2888533975184
20.5386544272676,41.5605421624333
-1.13842676121742,43.5962540242076
-4.11443270452321,40.2712512455136
9.24206746753305,39.1674423634633
-7.8879462941736,37.7892223287746
6.75789120577276,43.9359668097645
